current,voltage,temperature,power,time
0.3947,4.1499,269.9742,1.637958125,373.0
0.3634,4.1499,269.95099999999996,1.507927021,374.0
0.3805,4.15,270.0302,1.579032778,375.0
0.3902,4.15,269.94219999999996,1.619269187,376.0
0.3873,4.15,269.9591,1.607115877,377.0
0.3846,4.15,269.94899999999996,1.595890452,378.0
0.401,4.1499,270.02959999999996,1.664155623,379.0
0.3733,4.15,269.9484,1.549105554,380.0
0.3767,4.1498,269.8379,1.563084248,381.0
0.3884,4.15,269.9672,1.611785791,382.0
0.3843,4.15,269.9833,1.594935146,383.0
0.3843,4.15,270.0231,1.594935146,384.0
0.3895,4.15,269.9378,1.616460491,385.0
0.369,4.15,270.04929999999996,1.531346116,386.0
0.3771,4.1499,269.98269999999997,1.564998591,387.0
0.3825,4.15,269.89329999999995,1.587481172,388.0
0.3733,4.1499,270.02009999999996,1.549076719,389.0
0.3812,4.1499,270.0254,1.58182444,390.0
0.3654,4.15,269.9824,1.516383442,391.0
0.3922,4.15,269.98949999999996,1.627700995,392.0
0.3751,4.15,269.99109999999996,1.556598894,393.0
0.3719,4.15,269.9907,1.543502462,394.0
0.3683,4.1499,269.9842,1.528509258,395.0
0.3861,4.15,270.0057,1.602426219,396.0
0.383,4.15,269.9522,1.589332365,397.0
0.3918,4.15,270.0641,1.62580991,398.0
0.3897,4.15,269.98409999999996,1.617398291,399.0
0.3776,4.15,269.9878,1.566893594,400.0
0.3938,4.15,269.9384,1.634246612,401.0
0.3663,4.15,270.02689999999996,1.520134699,402.0
0.3843,4.1499,270.00109999999995,1.594920485,403.0
0.3764,4.1499,269.9795,1.562175339,404.0
0.3631,4.15,270.03909999999996,1.507010351,405.0
0.3888,4.15,270.05179999999996,1.613646674,406.0
0.3676,4.1499,270.03799999999995,1.525683959,407.0
0.39,4.15,269.99429999999995,1.618343842,408.0
0.3719,4.15,270.02549999999997,1.543488096,409.0
0.3649,4.1499,269.8547,1.514475115,410.0
0.3776,4.1498,270.0136,1.566821039,411.0
0.3584,4.15,270.0238,1.487361333,412.0
0.3704,4.1499,270.0899,1.536935173,413.0
0.3787,4.15,270.0528,1.571551478,414.0
0.3789,4.15,270.0129,1.572501436,415.0
0.3539,4.1499,270.00989999999996,1.468631952,416.0
0.3462,4.1499,269.977,1.436831578,417.0
0.374,4.1499,269.96689999999995,1.551890374,418.0
0.3658,4.15,269.9835,1.518252087,419.0
